Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,HILTON GARDEN I STATION 1,2825 Elm Hill Pike,Left side of building,Nashville,TN,37214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.148162,-86.665805,2025-01-28,153325,2025-01-28 01:21:49 UTC,,,,2020-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CAMERONATFP CAMERON AT FP 2,6300 Tower Cir,Inside  private parking garage,Franklin,TN,37067,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.937412,-86.81097,2025-01-28,153685,2025-01-28 01:23:44 UTC,,,,2020-02-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,TCMC B GARAGE CENTENNIAL B3,311 23rd Ave N,North Section Floor B3,Nashville,TN,37203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.152315,-86.807851,2025-01-28,154079,2025-01-28 01:20:51 UTC,,,,2020-02-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,NASHVILLE VAMC NASH 1,1310 24th Ave S,,Nashville,TN,37212,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.140718,-86.803386,2025-01-28,154145,2025-01-28 00:52:48 UTC,,,,2020-02-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Blood Assurance, Inc.",705 E. 4th St,,Chattanooga,TN,37403,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,35.051272,-85.301082,2025-01-28,154498,2025-01-28 00:16:06 UTC,,,,2020-03-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Doubletree Hotel and Restaurant,1850 Old Fort Parkway,,Murfreesboro,TN,37129,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,35.847488,-86.424329,2025-01-28,155332,2025-01-28 00:08:38 UTC,,,,2020-04-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,STOCKYARDS UNION STCKYDS 1,801 2nd Ave N,,Nashville,TN,37201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.171467,-86.7815,2025-01-28,155530,2025-01-28 01:23:27 UTC,,,,2020-04-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Alamo Steakhouse - Pigeon Forge,3050 Parkway,,Pigeon Forge,TN,37863,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,35.794309,-83.562277,2025-01-28,156603,2025-01-28 00:04:54 UTC,,,,2020-05-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,7SPC GREENEVILLE TA,195 Van Hill Rd,Far left side of travel center beside IHOP.  Charger backs up to interstate southbound on ramp.,Greeneville,TN,37745,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,36.32513,-82.835075,2025-01-28,162530,2025-01-28 01:28:46 UTC,,,,2020-06-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Mamas Farmhouse,208 Pickel Street,,Pigeon Forge,TN,37863,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,35.79482,-83.566248,2025-01-28,163419,2025-01-28 00:26:46 UTC,,,,2020-06-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,HILTON GARDEN I HAMPTON 1,5001 Crossings Cir,,Mt. Juliet,TN,37122,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.168122,-86.51569,2025-01-28,163587,2025-01-28 01:13:34 UTC,,,,2020-06-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,HILTON GARDEN I MARRIOTT,1980 Providence Pkwy,,Mt. Juliet,TN,37122,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.164289,-86.518671,2025-01-28,163588,2025-01-28 01:13:34 UTC,,,,2020-06-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Staybridge Suites Downtown,1300 Carter Street,,Chattanooga,TN,37402,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,35.040649,-85.31432,2025-01-28,163721,2025-01-28 00:31:53 UTC,,,,2020-07-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Home2 Suites - Pigeon Forge,2819 Teaster LN,,Pigeon Forge,TN,37863,,866-816-7584,T,2023-09-04,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,EV Connect,https://www.evconnect.com,GPS,35.802035,-83.564431,2025-01-28,163965,2025-01-28 03:32:01 UTC,,,,2020-06-26,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,TTU TTU DC FAST 1,320 University Dr,,Cookeville,TN,38501,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,36.176765,-85.51138,2025-01-28,164275,2025-01-28 01:24:42 UTC,,,,2020-07-16,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,7SPC TRI-COUNTY EMC,405 College St,Tri-County EMC Customer Service Parking Lot.,Lafayette,TN,37083,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.51925,-86.0307,2025-01-28,164334,2025-01-28 01:30:21 UTC,,,,2020-07-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Greeneville Light & Power System,110 N College St,,Greeneville,TN,37743,,423-636-6200,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,36.163325,-82.828167,2023-01-10,164560,2023-02-14 15:54:11 UTC,P,,,2020-07-24,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Mountain Loft,110 Mountain Loft Dr,,Gatlinburg,TN,37738,,865-436-4367,E,,Public,24 hours daily; for guest use only,,,,,,2,,,Non-Networked,,GPS,35.729904,-83.483826,2023-01-10,164562,2023-02-14 15:54:11 UTC,P,,,2020-07-24,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Southern Alliance for Clean Energy,3804 Middlebrook Pike,,Knoxville,TN,37921,,865-637-6055,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,35.961862,-83.972406,2023-01-10,164563,2023-02-14 15:54:11 UTC,P,,,2020-07-24,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Victor Ashe Park,400 Main St,,Knoxville,TN,37912,,865-215-4311,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,35.96079,-83.91745,2023-12-13,164564,2024-01-31 22:07:01 UTC,LG,,,2020-07-24,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,METRO NASHVILLE NFD STATION 37,656 Colice Jeanne Rd,Charger Located in parking lot of Fire Station #37,Nashville,TN,37221,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.072424,-86.933537,2025-01-28,164671,2025-01-28 01:30:25 UTC,,,,2020-07-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,NOGAS,2612 Winford Ave,,Nashville,TN,37211,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,36.115736,-86.752546,2025-01-28,164736,2025-01-28 00:10:34 UTC,,,,2020-08-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Fairfield Inn & Suites by Marriott - Smyrna,810 Expo Drive,,Smyrna,TN,37167,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,35.9747021,-86.575069,2025-01-28,164745,2025-01-28 00:16:07 UTC,,,,2020-08-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Hilton Garden Inn Knoxville,216 Peregrine Way,,Knoxville,TN,37922,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,35.915395,-84.094352,2025-01-28,164779,2025-01-28 00:04:50 UTC,,,,2020-08-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,IMT 8 SOUTH STATION 1,2405 8th Ave S,,Nashville,TN,37204,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.126212,-86.77796,2025-01-28,164857,2025-01-28 00:55:49 UTC,,,,2020-08-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,7SPC SCES DREAM MORE,2525 DreamMore Way DreamMore Resort Parking L,Intended for DreamMore Resort guests.  Located in resort parking lot overlooking main entrance to resort.,Pigeon Forge,TN,37862,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.812756,-83.536514,2025-01-28,164862,2025-01-28 01:19:38 UTC,,,,2020-08-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,7SPC SCES DOLLYWOOD,2700 Dollywood Parks Blvd. Dollywood's Prefer,Intended for daily park guests. Located in the Preferred Parking Lot. Let attendant at entrance booth know you need to charge. Vehicle will need to move when fully charged.,Pigeon Forge,TN,37863,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.796936,-83.53263,2025-01-28,164863,2025-01-28 01:19:38 UTC,,,,2020-08-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,IMT 8 SOUTH STATION 2,2405 8th Ave S,Behind 24hr Fitness,Nashville,TN,37204,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.126204,-86.777957,2025-01-28,164864,2025-01-28 00:55:50 UTC,,,,2020-08-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,The Avenue Murfreesboro - Sports Clips,2615 Medical Center Parkway,,Murfreesboro,TN,37129,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,https://blinkcharging.com,GPS,35.860445,-86.44726,2025-01-28,165163,2025-01-28 00:18:01 UTC,,,,2020-08-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,7SPC UC - CARTHAGE,84 Dixon Springs Hwy,West end of Smith County Plaza parking lot.,Carthage,TN,37030,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.266594,-85.95863,2025-01-28,165229,2025-01-28 01:31:35 UTC,,,,2020-08-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,TERMINAL-GARAGE P2 STATION 3,1 Terminal Dr,"Terminal Garage 1, Level P2, Row F, Right Station, Parking Rates Apply",Nashville,TN,37214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.132627,-86.667087,2025-01-28,165230,2025-01-28 01:29:04 UTC,,,,2020-08-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Exxon Skyway,507 E James Campbell Blvd,,Columbia,TN,38401,,931-381-4121,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,35.589076,-87.01835,2023-01-10,165443,2023-02-14 15:54:11 UTC,P,,,2020-08-17,,,,,J1772,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Tennessee River Museum,495 Main St,,Savannah,TN,38372,,731-925-2364,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,35.225049,-88.250841,2023-01-10,165453,2023-02-14 15:54:11 UTC,P,,,2020-08-17,,,,,J1772,US,,,,Public,,public,,,MUSEUM,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,HILTON GARDEN I HOLIDAY INN 1,110 Interstate Dr NW,,Cleveland,TN,37312,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.193655,-84.890415,2025-01-28,165502,2025-01-28 01:31:36 UTC,,,,2020-08-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,7SPC UC - LIVINGSTON,210 N McHenry St,Livingston Central Park.  SW corner of parking lot.,Livingston,TN,38570,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.381214,-85.323326,2025-01-28,166825,2025-01-28 01:32:50 UTC,,,,2020-09-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Target - Tesla Supercharger,780 Old Hickory Boulevard,,Brentwood,TN,37027,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,24,,Tesla,https://www.tesla.com/supercharger,GPS,36.042359,-86.777834,2024-07-01,166863,2025-01-09 17:57:07 UTC,P,,,2020-09-10,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Windsor Tower Condos,4215 Harding PIke,,Nashville,TN,37205,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,36.127888,-86.841022,2025-01-28,167403,2025-01-28 00:28:29 UTC,,,,2020-10-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Brentwood Commons,750 Old Hickory Blvd,,Brentwood,TN,37027,,615-550-5575,E,,Public,Visitor use only,,,,,,2,,,Non-Networked,,GPS,36.042394,-86.773017,2023-12-13,167580,2024-01-31 22:07:01 UTC,P,,,2020-10-12,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free for visitors,,,,,,,,,,false,,,,,,,,,false,
ELEC,7SPC CFEC SPENCER,430 Spring St,Caney Fork Electric Cooperative office parking lot.  East side of building.,Spencer,TN,38585,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.746964,-85.45841,2025-01-28,167886,2025-01-28 01:34:43 UTC,,,,2020-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CARTA GEORGIA AVE,817 Georgia Ave,- On the street on the southbound side of Georgia Ave.,Chattanooga,TN,37402,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.046127,-85.306948,2025-01-28,168148,2025-01-28 00:50:29 UTC,,,,2020-11-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,APSU LOT 6,451 Marion St,Enter from Drane St (behind tennis courts),Clarksville,TN,37040,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.536112,-87.353728,2025-01-28,168179,2025-01-28 01:20:56 UTC,,,,2020-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Smyrna/Rutherford County Airport Authority,278 Doug Warpoole Rd,,Smyrna,TN,37167,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,36.0045665,-86.5258659,2025-01-28,168513,2025-01-28 00:31:53 UTC,,,,2020-11-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,7SPC SPARTA TN,5 W Maple St,"City of Sparta Farmer’s Market parking lot, beside the parking canopy.",Sparta,TN,38583,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.924793,-85.4652,2025-01-28,168530,2025-01-28 01:35:44 UTC,,,,2020-11-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hilton Garden Inn Chattanooga Downtown - Tesla Destination,311 Chestnut St,,Chattanooga,TN,37402,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,35.053254,-85.312161,2024-07-01,168837,2025-01-09 17:57:07 UTC,P,,,2018-05-25,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Hutton Hotel - Tesla Destination,1808 W End Ave,,Nashville,TN,37203,,877-798-3752,E,,Public,,,,,,,1,,,Non-Networked,,200-9,36.152586,-86.797059,2024-07-01,168866,2025-01-09 17:57:07 UTC,P,,,2020-11-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,StayBridge Suites Mt. Juliet - Nashville - Tesla Destination,69 Belinda Pkwy,,Mount Juliet,TN,37122,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,36.168935,-86.506731,2024-07-01,169134,2025-01-09 17:57:07 UTC,P,,,2019-06-11,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,FOOD CITY FOOD CITY #629,920 N State of Franklin Rd,Near Gas Station,Johnson City,TN,37604,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.32396,-82.393432,2025-01-28,169433,2025-01-28 01:35:50 UTC,,,,2020-11-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ENDEAVOR REG DEMONBREUN P3,1222 Demonbreun St,Level P3 in parking garage,Nashville,TN,37203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.154393,-86.78763,2025-01-28,170149,2025-01-28 01:35:34 UTC,,,,2020-12-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ENDEAVOR REG DEMONBREUN P4,1222 Demonbreun St,P4 in parking garage,Nashville,TN,37203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.154798,-86.787408,2025-01-28,170150,2025-01-28 01:35:34 UTC,,,,2020-12-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Caswell Park,1404 Woodbine Ave,,Knoxville,TN,37917,,865-215-4311,E,,Public,Dawn to dusk,,,,,,4,,,Non-Networked,,200-9,35.982143,-83.912201,2023-01-10,170218,2023-02-14 15:54:11 UTC,LG,,,2020-12-01,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Civic Auditorium & Coliseum Garage,545 Howard Baker Jr. Ave,Located on 3rd floor,Knoxville,TN,37915,,865-215-4311,E,,Public,24 hours daily; pay lot,,,,,,3,,,Non-Networked,,200-9,35.965185,-83.911493,2023-01-10,170219,2023-02-14 15:54:11 UTC,LG,,,2020-12-01,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Ijams Nature Center,2915 Island Home Ave,,Knoxville,TN,37920,,865-215-4311,E,,Public,9am-5pm M-Sat; 1-5pm Sun,,,,,,2,,,Non-Networked,,GPS,35.95635022237411,-83.86753655554199,2023-01-10,170220,2023-02-14 15:54:11 UTC,LG,,,2020-12-01,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Public Works Building,3131 Morris Ave,,Knoxville,TN,37909,,865-215-4311,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,200-8,35.961025,-83.962255,2023-01-10,170221,2023-02-14 15:54:11 UTC,LG,,,2020-12-01,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Market Square Parking Garage,406 Walnut St,Located on 2nd floor,Knoxville,TN,37902,,865-215-4311,E,,Public,Garage business hours,,,,,,4,,,Non-Networked,,200-8,35.965213,-83.920608,2023-01-10,170222,2023-02-14 15:54:11 UTC,LG,,,2020-12-01,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Sequoyah Park,1400 Cherokee Blvd,,Knoxville,TN,37919,,865-215-4311,E,,Public,Dawn to dusk,,,,,,1,,,Non-Networked,,GPS,35.9292395176567,-83.97377415356445,2023-01-10,170223,2023-02-14 15:54:11 UTC,LG,,,2020-12-01,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,State Street Garage,500 State St,Located on 2nd floor,Knoxville,TN,37903,,865-215-4311,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,200-9,35.965035,-83.917487,2023-01-10,170224,2023-02-14 15:54:11 UTC,LG,,,2020-12-01,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,West Hills Park,410 N Winston Rd,,Knoxville,TN,37909,,865-215-4311,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,35.92905,-84.04609,2023-01-10,170225,2023-02-14 15:54:11 UTC,LG,,,2020-12-01,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,7SPC SCES LECONTE 1,2925 Teaster Ln,"City of Pigeon Forge parking lot up the hill from LeConte Center, off Jake Thomas Blvd.",Pigeon Forge,TN,37863,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.799548,-83.561381,2025-01-28,170294,2025-01-28 01:37:16 UTC,,,,2020-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Farrar Place,920 Hillsboro Blvd,,Manchester,TN,37355,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,35.47422,-86.07977,2025-01-28,170349,2025-01-28 03:21:05 UTC,,,,2020-12-18,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,PGFTL EV STATION 2,2905 Parkway,In front parking Holiday Inn,Pigeon Forge,TN,37863,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.797453,-83.565737,2025-01-28,170662,2025-01-28 01:29:20 UTC,,,,2020-12-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,PP 5TH&BROAD 5+B_RETAIL_B1_1,550 Broadway,Level B1 in parking garage,Nashville,TN,37203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.16067,-86.77889,2025-01-28,171286,2025-01-28 01:32:45 UTC,,,,2021-01-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,PP 5TH&BROAD 5+B_OFFICE_05_1,134 5th Ave N,5th floor in parking garage,Nashville,TN,37219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.16119,-86.77919,2025-01-28,171310,2025-01-28 01:34:29 UTC,,,,2021-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,PP 5TH&BROAD 5+B_RESI02_9,612 Broadway,Level 3 in parking garage,Nashville,TN,37203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.160225,-86.78049,2025-01-28,171311,2025-01-28 01:37:18 UTC,,,,2021-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,PP 5TH&BROAD 5+B_RESI02_8,118 7th Ave N,3rd Fl in private garage,Nashville,TN,37203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.160645,-86.78044,2025-01-28,171312,2025-01-28 01:29:37 UTC,,,,2021-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
